subject,filePath,channel
764,training_data/training_data_patch_763.h5|volume|0,image
764,training_data/training_data_patch_763.h5|segmentation|0|1,basement
764,training_data/training_data_patch_763.h5|segmentation|0|2,slope_mudstone_a
764,training_data/training_data_patch_763.h5|segmentation|0|3,mass_transport_deposit
764,training_data/training_data_patch_763.h5|segmentation|0|4,slope_mudstone_b
764,training_data/training_data_patch_763.h5|segmentation|0|5,slope_valley
764,training_data/training_data_patch_763.h5|segmentation|0|6,submarine_canyon
765,training_data/training_data_patch_764.h5|volume|0,image
765,training_data/training_data_patch_764.h5|segmentation|0|1,basement
765,training_data/training_data_patch_764.h5|segmentation|0|2,slope_mudstone_a
765,training_data/training_data_patch_764.h5|segmentation|0|3,mass_transport_deposit
765,training_data/training_data_patch_764.h5|segmentation|0|4,slope_mudstone_b
765,training_data/training_data_patch_764.h5|segmentation|0|5,slope_valley
765,training_data/training_data_patch_764.h5|segmentation|0|6,submarine_canyon
766,training_data/training_data_patch_765.h5|volume|0,image
766,training_data/training_data_patch_765.h5|segmentation|0|1,basement
766,training_data/training_data_patch_765.h5|segmentation|0|2,slope_mudstone_a
766,training_data/training_data_patch_765.h5|segmentation|0|3,mass_transport_deposit
766,training_data/training_data_patch_765.h5|segmentation|0|4,slope_mudstone_b
766,training_data/training_data_patch_765.h5|segmentation|0|5,slope_valley
766,training_data/training_data_patch_765.h5|segmentation|0|6,submarine_canyon
767,training_data/training_data_patch_766.h5|volume|0,image
767,training_data/training_data_patch_766.h5|segmentation|0|1,basement
767,training_data/training_data_patch_766.h5|segmentation|0|2,slope_mudstone_a
767,training_data/training_data_patch_766.h5|segmentation|0|3,mass_transport_deposit
767,training_data/training_data_patch_766.h5|segmentation|0|4,slope_mudstone_b
767,training_data/training_data_patch_766.h5|segmentation|0|5,slope_valley
767,training_data/training_data_patch_766.h5|segmentation|0|6,submarine_canyon
768,training_data/training_data_patch_767.h5|volume|0,image
768,training_data/training_data_patch_767.h5|segmentation|0|1,basement
768,training_data/training_data_patch_767.h5|segmentation|0|2,slope_mudstone_a
768,training_data/training_data_patch_767.h5|segmentation|0|3,mass_transport_deposit
768,training_data/training_data_patch_767.h5|segmentation|0|4,slope_mudstone_b
768,training_data/training_data_patch_767.h5|segmentation|0|5,slope_valley
768,training_data/training_data_patch_767.h5|segmentation|0|6,submarine_canyon
769,training_data/training_data_patch_768.h5|volume|0,image
769,training_data/training_data_patch_768.h5|segmentation|0|1,basement
769,training_data/training_data_patch_768.h5|segmentation|0|2,slope_mudstone_a
769,training_data/training_data_patch_768.h5|segmentation|0|3,mass_transport_deposit
769,training_data/training_data_patch_768.h5|segmentation|0|4,slope_mudstone_b
769,training_data/training_data_patch_768.h5|segmentation|0|5,slope_valley
769,training_data/training_data_patch_768.h5|segmentation|0|6,submarine_canyon
770,training_data/training_data_patch_769.h5|volume|0,image
770,training_data/training_data_patch_769.h5|segmentation|0|1,basement
770,training_data/training_data_patch_769.h5|segmentation|0|2,slope_mudstone_a
770,training_data/training_data_patch_769.h5|segmentation|0|3,mass_transport_deposit
770,training_data/training_data_patch_769.h5|segmentation|0|4,slope_mudstone_b
770,training_data/training_data_patch_769.h5|segmentation|0|5,slope_valley
770,training_data/training_data_patch_769.h5|segmentation|0|6,submarine_canyon
771,training_data/training_data_patch_770.h5|volume|0,image
771,training_data/training_data_patch_770.h5|segmentation|0|1,basement
771,training_data/training_data_patch_770.h5|segmentation|0|2,slope_mudstone_a
771,training_data/training_data_patch_770.h5|segmentation|0|3,mass_transport_deposit
771,training_data/training_data_patch_770.h5|segmentation|0|4,slope_mudstone_b
771,training_data/training_data_patch_770.h5|segmentation|0|5,slope_valley
771,training_data/training_data_patch_770.h5|segmentation|0|6,submarine_canyon
772,training_data/training_data_patch_771.h5|volume|0,image
772,training_data/training_data_patch_771.h5|segmentation|0|1,basement
772,training_data/training_data_patch_771.h5|segmentation|0|2,slope_mudstone_a
772,training_data/training_data_patch_771.h5|segmentation|0|3,mass_transport_deposit
772,training_data/training_data_patch_771.h5|segmentation|0|4,slope_mudstone_b
772,training_data/training_data_patch_771.h5|segmentation|0|5,slope_valley
772,training_data/training_data_patch_771.h5|segmentation|0|6,submarine_canyon
773,training_data/training_data_patch_772.h5|volume|0,image
773,training_data/training_data_patch_772.h5|segmentation|0|1,basement
773,training_data/training_data_patch_772.h5|segmentation|0|2,slope_mudstone_a
773,training_data/training_data_patch_772.h5|segmentation|0|3,mass_transport_deposit
773,training_data/training_data_patch_772.h5|segmentation|0|4,slope_mudstone_b
773,training_data/training_data_patch_772.h5|segmentation|0|5,slope_valley
773,training_data/training_data_patch_772.h5|segmentation|0|6,submarine_canyon
774,training_data/training_data_patch_773.h5|volume|0,image
774,training_data/training_data_patch_773.h5|segmentation|0|1,basement
774,training_data/training_data_patch_773.h5|segmentation|0|2,slope_mudstone_a
774,training_data/training_data_patch_773.h5|segmentation|0|3,mass_transport_deposit
774,training_data/training_data_patch_773.h5|segmentation|0|4,slope_mudstone_b
774,training_data/training_data_patch_773.h5|segmentation|0|5,slope_valley
774,training_data/training_data_patch_773.h5|segmentation|0|6,submarine_canyon
775,training_data/training_data_patch_774.h5|volume|0,image
775,training_data/training_data_patch_774.h5|segmentation|0|1,basement
775,training_data/training_data_patch_774.h5|segmentation|0|2,slope_mudstone_a
775,training_data/training_data_patch_774.h5|segmentation|0|3,mass_transport_deposit
775,training_data/training_data_patch_774.h5|segmentation|0|4,slope_mudstone_b
775,training_data/training_data_patch_774.h5|segmentation|0|5,slope_valley
775,training_data/training_data_patch_774.h5|segmentation|0|6,submarine_canyon
776,training_data/training_data_patch_775.h5|volume|0,image
776,training_data/training_data_patch_775.h5|segmentation|0|1,basement
776,training_data/training_data_patch_775.h5|segmentation|0|2,slope_mudstone_a
776,training_data/training_data_patch_775.h5|segmentation|0|3,mass_transport_deposit
776,training_data/training_data_patch_775.h5|segmentation|0|4,slope_mudstone_b
776,training_data/training_data_patch_775.h5|segmentation|0|5,slope_valley
776,training_data/training_data_patch_775.h5|segmentation|0|6,submarine_canyon
777,training_data/training_data_patch_776.h5|volume|0,image
777,training_data/training_data_patch_776.h5|segmentation|0|1,basement
777,training_data/training_data_patch_776.h5|segmentation|0|2,slope_mudstone_a
777,training_data/training_data_patch_776.h5|segmentation|0|3,mass_transport_deposit
777,training_data/training_data_patch_776.h5|segmentation|0|4,slope_mudstone_b
777,training_data/training_data_patch_776.h5|segmentation|0|5,slope_valley
777,training_data/training_data_patch_776.h5|segmentation|0|6,submarine_canyon
778,training_data/training_data_patch_777.h5|volume|0,image
778,training_data/training_data_patch_777.h5|segmentation|0|1,basement
778,training_data/training_data_patch_777.h5|segmentation|0|2,slope_mudstone_a
778,training_data/training_data_patch_777.h5|segmentation|0|3,mass_transport_deposit
778,training_data/training_data_patch_777.h5|segmentation|0|4,slope_mudstone_b
778,training_data/training_data_patch_777.h5|segmentation|0|5,slope_valley
778,training_data/training_data_patch_777.h5|segmentation|0|6,submarine_canyon
779,training_data/training_data_patch_778.h5|volume|0,image
779,training_data/training_data_patch_778.h5|segmentation|0|1,basement
779,training_data/training_data_patch_778.h5|segmentation|0|2,slope_mudstone_a
779,training_data/training_data_patch_778.h5|segmentation|0|3,mass_transport_deposit
779,training_data/training_data_patch_778.h5|segmentation|0|4,slope_mudstone_b
779,training_data/training_data_patch_778.h5|segmentation|0|5,slope_valley
779,training_data/training_data_patch_778.h5|segmentation|0|6,submarine_canyon
780,training_data/training_data_patch_779.h5|volume|0,image
780,training_data/training_data_patch_779.h5|segmentation|0|1,basement
780,training_data/training_data_patch_779.h5|segmentation|0|2,slope_mudstone_a
780,training_data/training_data_patch_779.h5|segmentation|0|3,mass_transport_deposit
780,training_data/training_data_patch_779.h5|segmentation|0|4,slope_mudstone_b
780,training_data/training_data_patch_779.h5|segmentation|0|5,slope_valley
780,training_data/training_data_patch_779.h5|segmentation|0|6,submarine_canyon
781,training_data/training_data_patch_780.h5|volume|0,image
781,training_data/training_data_patch_780.h5|segmentation|0|1,basement
781,training_data/training_data_patch_780.h5|segmentation|0|2,slope_mudstone_a
781,training_data/training_data_patch_780.h5|segmentation|0|3,mass_transport_deposit
781,training_data/training_data_patch_780.h5|segmentation|0|4,slope_mudstone_b
781,training_data/training_data_patch_780.h5|segmentation|0|5,slope_valley
781,training_data/training_data_patch_780.h5|segmentation|0|6,submarine_canyon
782,training_data/training_data_patch_781.h5|volume|0,image
782,training_data/training_data_patch_781.h5|segmentation|0|1,basement
782,training_data/training_data_patch_781.h5|segmentation|0|2,slope_mudstone_a
782,training_data/training_data_patch_781.h5|segmentation|0|3,mass_transport_deposit
782,training_data/training_data_patch_781.h5|segmentation|0|4,slope_mudstone_b
782,training_data/training_data_patch_781.h5|segmentation|0|5,slope_valley
782,training_data/training_data_patch_781.h5|segmentation|0|6,submarine_canyon
783,training_data/training_data_patch_782.h5|volume|0,image
783,training_data/training_data_patch_782.h5|segmentation|0|1,basement
783,training_data/training_data_patch_782.h5|segmentation|0|2,slope_mudstone_a
783,training_data/training_data_patch_782.h5|segmentation|0|3,mass_transport_deposit
783,training_data/training_data_patch_782.h5|segmentation|0|4,slope_mudstone_b
783,training_data/training_data_patch_782.h5|segmentation|0|5,slope_valley
783,training_data/training_data_patch_782.h5|segmentation|0|6,submarine_canyon
784,training_data/training_data_patch_783.h5|volume|0,image
784,training_data/training_data_patch_783.h5|segmentation|0|1,basement
784,training_data/training_data_patch_783.h5|segmentation|0|2,slope_mudstone_a
784,training_data/training_data_patch_783.h5|segmentation|0|3,mass_transport_deposit
784,training_data/training_data_patch_783.h5|segmentation|0|4,slope_mudstone_b
784,training_data/training_data_patch_783.h5|segmentation|0|5,slope_valley
784,training_data/training_data_patch_783.h5|segmentation|0|6,submarine_canyon
785,training_data/training_data_patch_784.h5|volume|0,image
785,training_data/training_data_patch_784.h5|segmentation|0|1,basement
785,training_data/training_data_patch_784.h5|segmentation|0|2,slope_mudstone_a
785,training_data/training_data_patch_784.h5|segmentation|0|3,mass_transport_deposit
785,training_data/training_data_patch_784.h5|segmentation|0|4,slope_mudstone_b
785,training_data/training_data_patch_784.h5|segmentation|0|5,slope_valley
785,training_data/training_data_patch_784.h5|segmentation|0|6,submarine_canyon
786,training_data/training_data_patch_785.h5|volume|0,image
786,training_data/training_data_patch_785.h5|segmentation|0|1,basement
786,training_data/training_data_patch_785.h5|segmentation|0|2,slope_mudstone_a
786,training_data/training_data_patch_785.h5|segmentation|0|3,mass_transport_deposit
786,training_data/training_data_patch_785.h5|segmentation|0|4,slope_mudstone_b
786,training_data/training_data_patch_785.h5|segmentation|0|5,slope_valley
786,training_data/training_data_patch_785.h5|segmentation|0|6,submarine_canyon
787,training_data/training_data_patch_786.h5|volume|0,image
787,training_data/training_data_patch_786.h5|segmentation|0|1,basement
787,training_data/training_data_patch_786.h5|segmentation|0|2,slope_mudstone_a
787,training_data/training_data_patch_786.h5|segmentation|0|3,mass_transport_deposit
787,training_data/training_data_patch_786.h5|segmentation|0|4,slope_mudstone_b
787,training_data/training_data_patch_786.h5|segmentation|0|5,slope_valley
787,training_data/training_data_patch_786.h5|segmentation|0|6,submarine_canyon
788,training_data/training_data_patch_787.h5|volume|0,image
788,training_data/training_data_patch_787.h5|segmentation|0|1,basement
788,training_data/training_data_patch_787.h5|segmentation|0|2,slope_mudstone_a
788,training_data/training_data_patch_787.h5|segmentation|0|3,mass_transport_deposit
788,training_data/training_data_patch_787.h5|segmentation|0|4,slope_mudstone_b
788,training_data/training_data_patch_787.h5|segmentation|0|5,slope_valley
788,training_data/training_data_patch_787.h5|segmentation|0|6,submarine_canyon
789,training_data/training_data_patch_788.h5|volume|0,image
789,training_data/training_data_patch_788.h5|segmentation|0|1,basement
789,training_data/training_data_patch_788.h5|segmentation|0|2,slope_mudstone_a
789,training_data/training_data_patch_788.h5|segmentation|0|3,mass_transport_deposit
789,training_data/training_data_patch_788.h5|segmentation|0|4,slope_mudstone_b
789,training_data/training_data_patch_788.h5|segmentation|0|5,slope_valley
789,training_data/training_data_patch_788.h5|segmentation|0|6,submarine_canyon
790,training_data/training_data_patch_789.h5|volume|0,image
790,training_data/training_data_patch_789.h5|segmentation|0|1,basement
790,training_data/training_data_patch_789.h5|segmentation|0|2,slope_mudstone_a
790,training_data/training_data_patch_789.h5|segmentation|0|3,mass_transport_deposit
790,training_data/training_data_patch_789.h5|segmentation|0|4,slope_mudstone_b
790,training_data/training_data_patch_789.h5|segmentation|0|5,slope_valley
790,training_data/training_data_patch_789.h5|segmentation|0|6,submarine_canyon
791,training_data/training_data_patch_790.h5|volume|0,image
791,training_data/training_data_patch_790.h5|segmentation|0|1,basement
791,training_data/training_data_patch_790.h5|segmentation|0|2,slope_mudstone_a
791,training_data/training_data_patch_790.h5|segmentation|0|3,mass_transport_deposit
791,training_data/training_data_patch_790.h5|segmentation|0|4,slope_mudstone_b
791,training_data/training_data_patch_790.h5|segmentation|0|5,slope_valley
791,training_data/training_data_patch_790.h5|segmentation|0|6,submarine_canyon
792,training_data/training_data_patch_791.h5|volume|0,image
792,training_data/training_data_patch_791.h5|segmentation|0|1,basement
792,training_data/training_data_patch_791.h5|segmentation|0|2,slope_mudstone_a
792,training_data/training_data_patch_791.h5|segmentation|0|3,mass_transport_deposit
792,training_data/training_data_patch_791.h5|segmentation|0|4,slope_mudstone_b
792,training_data/training_data_patch_791.h5|segmentation|0|5,slope_valley
792,training_data/training_data_patch_791.h5|segmentation|0|6,submarine_canyon
793,training_data/training_data_patch_792.h5|volume|0,image
793,training_data/training_data_patch_792.h5|segmentation|0|1,basement
793,training_data/training_data_patch_792.h5|segmentation|0|2,slope_mudstone_a
793,training_data/training_data_patch_792.h5|segmentation|0|3,mass_transport_deposit
793,training_data/training_data_patch_792.h5|segmentation|0|4,slope_mudstone_b
793,training_data/training_data_patch_792.h5|segmentation|0|5,slope_valley
793,training_data/training_data_patch_792.h5|segmentation|0|6,submarine_canyon
794,training_data/training_data_patch_793.h5|volume|0,image
794,training_data/training_data_patch_793.h5|segmentation|0|1,basement
794,training_data/training_data_patch_793.h5|segmentation|0|2,slope_mudstone_a
794,training_data/training_data_patch_793.h5|segmentation|0|3,mass_transport_deposit
794,training_data/training_data_patch_793.h5|segmentation|0|4,slope_mudstone_b
794,training_data/training_data_patch_793.h5|segmentation|0|5,slope_valley
794,training_data/training_data_patch_793.h5|segmentation|0|6,submarine_canyon
795,training_data/training_data_patch_794.h5|volume|0,image
795,training_data/training_data_patch_794.h5|segmentation|0|1,basement
795,training_data/training_data_patch_794.h5|segmentation|0|2,slope_mudstone_a
795,training_data/training_data_patch_794.h5|segmentation|0|3,mass_transport_deposit
795,training_data/training_data_patch_794.h5|segmentation|0|4,slope_mudstone_b
795,training_data/training_data_patch_794.h5|segmentation|0|5,slope_valley
795,training_data/training_data_patch_794.h5|segmentation|0|6,submarine_canyon
796,training_data/training_data_patch_795.h5|volume|0,image
796,training_data/training_data_patch_795.h5|segmentation|0|1,basement
796,training_data/training_data_patch_795.h5|segmentation|0|2,slope_mudstone_a
796,training_data/training_data_patch_795.h5|segmentation|0|3,mass_transport_deposit
796,training_data/training_data_patch_795.h5|segmentation|0|4,slope_mudstone_b
796,training_data/training_data_patch_795.h5|segmentation|0|5,slope_valley
796,training_data/training_data_patch_795.h5|segmentation|0|6,submarine_canyon
797,training_data/training_data_patch_796.h5|volume|0,image
797,training_data/training_data_patch_796.h5|segmentation|0|1,basement
797,training_data/training_data_patch_796.h5|segmentation|0|2,slope_mudstone_a
797,training_data/training_data_patch_796.h5|segmentation|0|3,mass_transport_deposit
797,training_data/training_data_patch_796.h5|segmentation|0|4,slope_mudstone_b
797,training_data/training_data_patch_796.h5|segmentation|0|5,slope_valley
797,training_data/training_data_patch_796.h5|segmentation|0|6,submarine_canyon
798,training_data/training_data_patch_797.h5|volume|0,image
798,training_data/training_data_patch_797.h5|segmentation|0|1,basement
798,training_data/training_data_patch_797.h5|segmentation|0|2,slope_mudstone_a
798,training_data/training_data_patch_797.h5|segmentation|0|3,mass_transport_deposit
798,training_data/training_data_patch_797.h5|segmentation|0|4,slope_mudstone_b
798,training_data/training_data_patch_797.h5|segmentation|0|5,slope_valley
798,training_data/training_data_patch_797.h5|segmentation|0|6,submarine_canyon
799,training_data/training_data_patch_798.h5|volume|0,image
799,training_data/training_data_patch_798.h5|segmentation|0|1,basement
799,training_data/training_data_patch_798.h5|segmentation|0|2,slope_mudstone_a
799,training_data/training_data_patch_798.h5|segmentation|0|3,mass_transport_deposit
799,training_data/training_data_patch_798.h5|segmentation|0|4,slope_mudstone_b
799,training_data/training_data_patch_798.h5|segmentation|0|5,slope_valley
799,training_data/training_data_patch_798.h5|segmentation|0|6,submarine_canyon
800,training_data/training_data_patch_799.h5|volume|0,image
800,training_data/training_data_patch_799.h5|segmentation|0|1,basement
800,training_data/training_data_patch_799.h5|segmentation|0|2,slope_mudstone_a
800,training_data/training_data_patch_799.h5|segmentation|0|3,mass_transport_deposit
800,training_data/training_data_patch_799.h5|segmentation|0|4,slope_mudstone_b
800,training_data/training_data_patch_799.h5|segmentation|0|5,slope_valley
800,training_data/training_data_patch_799.h5|segmentation|0|6,submarine_canyon
801,training_data/training_data_patch_800.h5|volume|0,image
801,training_data/training_data_patch_800.h5|segmentation|0|1,basement
801,training_data/training_data_patch_800.h5|segmentation|0|2,slope_mudstone_a
801,training_data/training_data_patch_800.h5|segmentation|0|3,mass_transport_deposit
801,training_data/training_data_patch_800.h5|segmentation|0|4,slope_mudstone_b
801,training_data/training_data_patch_800.h5|segmentation|0|5,slope_valley
801,training_data/training_data_patch_800.h5|segmentation|0|6,submarine_canyon
802,training_data/training_data_patch_801.h5|volume|0,image
802,training_data/training_data_patch_801.h5|segmentation|0|1,basement
802,training_data/training_data_patch_801.h5|segmentation|0|2,slope_mudstone_a
802,training_data/training_data_patch_801.h5|segmentation|0|3,mass_transport_deposit
802,training_data/training_data_patch_801.h5|segmentation|0|4,slope_mudstone_b
802,training_data/training_data_patch_801.h5|segmentation|0|5,slope_valley
802,training_data/training_data_patch_801.h5|segmentation|0|6,submarine_canyon
803,training_data/training_data_patch_802.h5|volume|0,image
803,training_data/training_data_patch_802.h5|segmentation|0|1,basement
803,training_data/training_data_patch_802.h5|segmentation|0|2,slope_mudstone_a
803,training_data/training_data_patch_802.h5|segmentation|0|3,mass_transport_deposit
803,training_data/training_data_patch_802.h5|segmentation|0|4,slope_mudstone_b
803,training_data/training_data_patch_802.h5|segmentation|0|5,slope_valley
803,training_data/training_data_patch_802.h5|segmentation|0|6,submarine_canyon
804,training_data/training_data_patch_803.h5|volume|0,image
804,training_data/training_data_patch_803.h5|segmentation|0|1,basement
804,training_data/training_data_patch_803.h5|segmentation|0|2,slope_mudstone_a
804,training_data/training_data_patch_803.h5|segmentation|0|3,mass_transport_deposit
804,training_data/training_data_patch_803.h5|segmentation|0|4,slope_mudstone_b
804,training_data/training_data_patch_803.h5|segmentation|0|5,slope_valley
804,training_data/training_data_patch_803.h5|segmentation|0|6,submarine_canyon
805,training_data/training_data_patch_804.h5|volume|0,image
805,training_data/training_data_patch_804.h5|segmentation|0|1,basement
805,training_data/training_data_patch_804.h5|segmentation|0|2,slope_mudstone_a
805,training_data/training_data_patch_804.h5|segmentation|0|3,mass_transport_deposit
805,training_data/training_data_patch_804.h5|segmentation|0|4,slope_mudstone_b
805,training_data/training_data_patch_804.h5|segmentation|0|5,slope_valley
805,training_data/training_data_patch_804.h5|segmentation|0|6,submarine_canyon
806,training_data/training_data_patch_805.h5|volume|0,image
806,training_data/training_data_patch_805.h5|segmentation|0|1,basement
806,training_data/training_data_patch_805.h5|segmentation|0|2,slope_mudstone_a
806,training_data/training_data_patch_805.h5|segmentation|0|3,mass_transport_deposit
806,training_data/training_data_patch_805.h5|segmentation|0|4,slope_mudstone_b
806,training_data/training_data_patch_805.h5|segmentation|0|5,slope_valley
806,training_data/training_data_patch_805.h5|segmentation|0|6,submarine_canyon
807,training_data/training_data_patch_806.h5|volume|0,image
807,training_data/training_data_patch_806.h5|segmentation|0|1,basement
807,training_data/training_data_patch_806.h5|segmentation|0|2,slope_mudstone_a
807,training_data/training_data_patch_806.h5|segmentation|0|3,mass_transport_deposit
807,training_data/training_data_patch_806.h5|segmentation|0|4,slope_mudstone_b
807,training_data/training_data_patch_806.h5|segmentation|0|5,slope_valley
807,training_data/training_data_patch_806.h5|segmentation|0|6,submarine_canyon
808,training_data/training_data_patch_807.h5|volume|0,image
808,training_data/training_data_patch_807.h5|segmentation|0|1,basement
808,training_data/training_data_patch_807.h5|segmentation|0|2,slope_mudstone_a
808,training_data/training_data_patch_807.h5|segmentation|0|3,mass_transport_deposit
808,training_data/training_data_patch_807.h5|segmentation|0|4,slope_mudstone_b
808,training_data/training_data_patch_807.h5|segmentation|0|5,slope_valley
808,training_data/training_data_patch_807.h5|segmentation|0|6,submarine_canyon
809,training_data/training_data_patch_808.h5|volume|0,image
809,training_data/training_data_patch_808.h5|segmentation|0|1,basement
809,training_data/training_data_patch_808.h5|segmentation|0|2,slope_mudstone_a
809,training_data/training_data_patch_808.h5|segmentation|0|3,mass_transport_deposit
809,training_data/training_data_patch_808.h5|segmentation|0|4,slope_mudstone_b
809,training_data/training_data_patch_808.h5|segmentation|0|5,slope_valley
809,training_data/training_data_patch_808.h5|segmentation|0|6,submarine_canyon
810,training_data/training_data_patch_809.h5|volume|0,image
810,training_data/training_data_patch_809.h5|segmentation|0|1,basement
810,training_data/training_data_patch_809.h5|segmentation|0|2,slope_mudstone_a
810,training_data/training_data_patch_809.h5|segmentation|0|3,mass_transport_deposit
810,training_data/training_data_patch_809.h5|segmentation|0|4,slope_mudstone_b
810,training_data/training_data_patch_809.h5|segmentation|0|5,slope_valley
810,training_data/training_data_patch_809.h5|segmentation|0|6,submarine_canyon
811,training_data/training_data_patch_810.h5|volume|0,image
811,training_data/training_data_patch_810.h5|segmentation|0|1,basement
811,training_data/training_data_patch_810.h5|segmentation|0|2,slope_mudstone_a
811,training_data/training_data_patch_810.h5|segmentation|0|3,mass_transport_deposit
811,training_data/training_data_patch_810.h5|segmentation|0|4,slope_mudstone_b
811,training_data/training_data_patch_810.h5|segmentation|0|5,slope_valley
811,training_data/training_data_patch_810.h5|segmentation|0|6,submarine_canyon
812,training_data/training_data_patch_811.h5|volume|0,image
812,training_data/training_data_patch_811.h5|segmentation|0|1,basement
812,training_data/training_data_patch_811.h5|segmentation|0|2,slope_mudstone_a
812,training_data/training_data_patch_811.h5|segmentation|0|3,mass_transport_deposit
812,training_data/training_data_patch_811.h5|segmentation|0|4,slope_mudstone_b
812,training_data/training_data_patch_811.h5|segmentation|0|5,slope_valley
812,training_data/training_data_patch_811.h5|segmentation|0|6,submarine_canyon
813,training_data/training_data_patch_812.h5|volume|0,image
813,training_data/training_data_patch_812.h5|segmentation|0|1,basement
813,training_data/training_data_patch_812.h5|segmentation|0|2,slope_mudstone_a
813,training_data/training_data_patch_812.h5|segmentation|0|3,mass_transport_deposit
813,training_data/training_data_patch_812.h5|segmentation|0|4,slope_mudstone_b
813,training_data/training_data_patch_812.h5|segmentation|0|5,slope_valley
813,training_data/training_data_patch_812.h5|segmentation|0|6,submarine_canyon
814,training_data/training_data_patch_813.h5|volume|0,image
814,training_data/training_data_patch_813.h5|segmentation|0|1,basement
814,training_data/training_data_patch_813.h5|segmentation|0|2,slope_mudstone_a
814,training_data/training_data_patch_813.h5|segmentation|0|3,mass_transport_deposit
814,training_data/training_data_patch_813.h5|segmentation|0|4,slope_mudstone_b
814,training_data/training_data_patch_813.h5|segmentation|0|5,slope_valley
814,training_data/training_data_patch_813.h5|segmentation|0|6,submarine_canyon
815,training_data/training_data_patch_814.h5|volume|0,image
815,training_data/training_data_patch_814.h5|segmentation|0|1,basement
815,training_data/training_data_patch_814.h5|segmentation|0|2,slope_mudstone_a
815,training_data/training_data_patch_814.h5|segmentation|0|3,mass_transport_deposit
815,training_data/training_data_patch_814.h5|segmentation|0|4,slope_mudstone_b
815,training_data/training_data_patch_814.h5|segmentation|0|5,slope_valley
815,training_data/training_data_patch_814.h5|segmentation|0|6,submarine_canyon
816,training_data/training_data_patch_815.h5|volume|0,image
816,training_data/training_data_patch_815.h5|segmentation|0|1,basement
816,training_data/training_data_patch_815.h5|segmentation|0|2,slope_mudstone_a
816,training_data/training_data_patch_815.h5|segmentation|0|3,mass_transport_deposit
816,training_data/training_data_patch_815.h5|segmentation|0|4,slope_mudstone_b
816,training_data/training_data_patch_815.h5|segmentation|0|5,slope_valley
816,training_data/training_data_patch_815.h5|segmentation|0|6,submarine_canyon
817,training_data/training_data_patch_816.h5|volume|0,image
817,training_data/training_data_patch_816.h5|segmentation|0|1,basement
817,training_data/training_data_patch_816.h5|segmentation|0|2,slope_mudstone_a
817,training_data/training_data_patch_816.h5|segmentation|0|3,mass_transport_deposit
817,training_data/training_data_patch_816.h5|segmentation|0|4,slope_mudstone_b
817,training_data/training_data_patch_816.h5|segmentation|0|5,slope_valley
817,training_data/training_data_patch_816.h5|segmentation|0|6,submarine_canyon
818,training_data/training_data_patch_817.h5|volume|0,image
818,training_data/training_data_patch_817.h5|segmentation|0|1,basement
818,training_data/training_data_patch_817.h5|segmentation|0|2,slope_mudstone_a
818,training_data/training_data_patch_817.h5|segmentation|0|3,mass_transport_deposit
818,training_data/training_data_patch_817.h5|segmentation|0|4,slope_mudstone_b
818,training_data/training_data_patch_817.h5|segmentation|0|5,slope_valley
818,training_data/training_data_patch_817.h5|segmentation|0|6,submarine_canyon
819,training_data/training_data_patch_818.h5|volume|0,image
819,training_data/training_data_patch_818.h5|segmentation|0|1,basement
819,training_data/training_data_patch_818.h5|segmentation|0|2,slope_mudstone_a
819,training_data/training_data_patch_818.h5|segmentation|0|3,mass_transport_deposit
819,training_data/training_data_patch_818.h5|segmentation|0|4,slope_mudstone_b
819,training_data/training_data_patch_818.h5|segmentation|0|5,slope_valley
819,training_data/training_data_patch_818.h5|segmentation|0|6,submarine_canyon
820,training_data/training_data_patch_819.h5|volume|0,image
820,training_data/training_data_patch_819.h5|segmentation|0|1,basement
820,training_data/training_data_patch_819.h5|segmentation|0|2,slope_mudstone_a
820,training_data/training_data_patch_819.h5|segmentation|0|3,mass_transport_deposit
820,training_data/training_data_patch_819.h5|segmentation|0|4,slope_mudstone_b
820,training_data/training_data_patch_819.h5|segmentation|0|5,slope_valley
820,training_data/training_data_patch_819.h5|segmentation|0|6,submarine_canyon
821,training_data/training_data_patch_820.h5|volume|0,image
821,training_data/training_data_patch_820.h5|segmentation|0|1,basement
821,training_data/training_data_patch_820.h5|segmentation|0|2,slope_mudstone_a
821,training_data/training_data_patch_820.h5|segmentation|0|3,mass_transport_deposit
821,training_data/training_data_patch_820.h5|segmentation|0|4,slope_mudstone_b
821,training_data/training_data_patch_820.h5|segmentation|0|5,slope_valley
821,training_data/training_data_patch_820.h5|segmentation|0|6,submarine_canyon
822,training_data/training_data_patch_821.h5|volume|0,image
822,training_data/training_data_patch_821.h5|segmentation|0|1,basement
822,training_data/training_data_patch_821.h5|segmentation|0|2,slope_mudstone_a
822,training_data/training_data_patch_821.h5|segmentation|0|3,mass_transport_deposit
822,training_data/training_data_patch_821.h5|segmentation|0|4,slope_mudstone_b
822,training_data/training_data_patch_821.h5|segmentation|0|5,slope_valley
822,training_data/training_data_patch_821.h5|segmentation|0|6,submarine_canyon
823,training_data/training_data_patch_822.h5|volume|0,image
823,training_data/training_data_patch_822.h5|segmentation|0|1,basement
823,training_data/training_data_patch_822.h5|segmentation|0|2,slope_mudstone_a
823,training_data/training_data_patch_822.h5|segmentation|0|3,mass_transport_deposit
823,training_data/training_data_patch_822.h5|segmentation|0|4,slope_mudstone_b
